O*NET-SOC Code,Task ID,Scale ID,Category,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Date,Domain Source
17-2199.05,16475,IM,,3.45,39.0,0.2501,2.9467,3.9594,N,08/2022,Incumbent
17-2199.05,19654,IM,,3.44,29.0,0.1203,3.1959,3.6885,N,08/2022,Incumbent
17-2199.05,19653,IM,,3.39,18.0,0.3648,2.616,4.1554,N,08/2022,Incumbent
17-2199.05,16473,IM,,3.37,45.0,0.1774,3.0116,3.7267,N,08/2022,Incumbent
17-2199.05,16481,IM,,3.18,20.0,0.1887,2.7848,3.5746,N,08/2022,Incumbent
17-2199.06,16503,IM,,4.02,42.0,0.1315,3.7501,4.2813,N,07/2016,Incumbent
17-2199.06,16497,IM,,3.89,42.0,0.1288,3.6265,4.1466,N,07/2016,Incumbent
17-2199.06,16492,IM,,3.67,46.0,0.2049,3.2579,4.0834,N,07/2016,Incumbent
17-2199.06,16505,IM,,3.54,49.0,0.1878,3.1672,3.9223,N,07/2016,Incumbent
17-2199.06,16485,IM,,3.51,46.0,0.2182,3.07,3.949,N,07/2016,Incumbent
17-2199.06,16495,IM,,3.48,38.0,0.308,2.8607,4.1087,N,07/2016,Incumbent
17-2199.06,16502,IM,,3.39,42.0,0.2476,2.8852,3.8852,N,07/2016,Incumbent
17-2199.06,16490,IM,,3.21,46.0,0.1823,2.8434,3.5777,N,07/2016,Incumbent
17-2199.06,16498,IM,,3.93,42.0,0.2465,3.4353,4.4309,N,07/2016,Incumbent
17-2199.06,16494,IM,,3.9,43.0,0.1765,3.5415,4.254,N,07/2016,Incumbent
17-2199.06,16508,IM,,3.87,40.0,0.1694,3.5285,4.2138,N,07/2016,Incumbent
17-2199.06,16489,IM,,3.82,33.0,0.2767,3.2546,4.3817,N,07/2016,Incumbent
17-2199.06,16504,IM,,3.71,42.0,0.2442,3.2172,4.2036,N,07/2016,Incumbent
17-2199.06,16506,IM,,3.65,37.0,0.1822,3.2799,4.0189,N,07/2016,Incumbent
17-2199.06,16499,IM,,3.52,38.0,0.1766,3.1584,3.8742,N,07/2016,Incumbent
17-2199.06,16500,IM,,3.51,40.0,0.2172,3.0667,3.9453,N,07/2016,Incumbent
17-2199.06,16507,IM,,3.45,36.0,0.3123,2.8128,4.0808,N,07/2016,Incumbent
17-2199.06,16491,IM,,3.44,32.0,0.3144,2.7961,4.0784,N,07/2016,Incumbent
17-2199.06,16484,IM,,3.31,35.0,0.1543,2.9956,3.6229,N,07/2016,Incumbent
17-2199.06,16493,IM,,3.27,41.0,0.2646,2.7399,3.8096,N,07/2016,Incumbent
17-2199.06,16486,IM,,3.23,37.0,0.1755,2.8753,3.5872,N,07/2016,Incumbent
17-2199.06,16488,IM,,3.18,42.0,0.2084,2.7607,3.6025,N,07/2016,Incumbent
17-2199.06,16487,IM,,3.14,38.0,0.1128,2.9097,3.3667,N,07/2016,Incumbent
17-2199.06,16501,IM,,3.12,33.0,0.238,2.6384,3.6081,N,07/2016,Incumbent
17-2199.06,16496,IM,,3.02,33.0,0.2644,2.4784,3.5556,N,07/2016,Incumbent
17-2199.07,18195,IM,,4.14,21.0,,,,,08/2018,Occupational Expert
17-2199.07,18200,IM,,4.1,20.0,,,,,08/2018,Occupational Expert
17-2199.07,18199,IM,,4.04,23.0,,,,,08/2018,Occupational Expert
17-2199.07,18194,IM,,3.95,22.0,,,,,08/2018,Occupational Expert
17-2199.07,18202,IM,,3.86,21.0,,,,,08/2018,Occupational Expert
17-2199.07,18205,IM,,3.78,23.0,,,,,08/2018,Occupational Expert
17-2199.07,21055,IM,,3.7,23.0,,,,,08/2018,Occupational Expert
17-2199.07,18196,IM,,3.67,21.0,,,,,08/2018,Occupational Expert
17-2199.07,18198,IM,,3.65,23.0,,,,,08/2018,Occupational Expert
17-2199.07,18193,IM,,3.64,22.0,,,,,08/2018,Occupational Expert
17-2199.07,18189,IM,,3.58,19.0,,,,,08/2018,Occupational Expert
17-2199.07,21056,IM,,3.55,22.0,,,,,08/2018,Occupational Expert
17-2199.07,19664,IM,,3.41,17.0,,,,,08/2018,Occupational Expert
17-2199.07,18206,IM,,3.41,22.0,,,,,08/2018,Occupational Expert
17-2199.07,18188,IM,,3.26,19.0,,,,,08/2018,Occupational Expert
17-2199.07,18197,IM,,3.24,21.0,,,,,08/2018,Occupational Expert
17-2199.07,18203,IM,,3.24,21.0,,,,,08/2018,Occupational Expert
17-2199.07,18204,IM,,3.21,19.0,,,,,08/2018,Occupational Expert
17-2199.07,18192,IM,,3.06,18.0,,,,,08/2018,Occupational Expert
17-2199.07,19665,IM,,3.0,13.0,,,,,08/2018,Occupational Expert
17-2199.07,19663,IM,,2.67,15.0,,,,,08/2018,Occupational Expert
17-2199.07,19666,IM,,2.65,17.0,,,,,08/2018,Occupational Expert
17-2199.07,18191,IM,,2.54,13.0,,,,,08/2018,Occupational Expert
17-2199.07,19662,IM,,2.38,13.0,,,,,08/2018,Occupational Expert
17-2199.07,18190,IM,,2.31,13.0,,,,,08/2018,Occupational Expert
17-2199.07,18187,IM,,2.08,12.0,,,,,08/2018,Occupational Expert
17-2199.08,16512,IM,,4.11,28.0,,,,,08/2018,Occupational Expert
17-2199.08,16517,IM,,4.04,28.0,,,,,08/2018,Occupational Expert
17-2199.08,16521,IM,,3.92,24.0,,,,,08/2018,Occupational Expert
17-2199.08,21057,IM,,3.89,28.0,,,,,08/2018,Occupational Expert
17-2199.08,16516,IM,,3.85,26.0,,,,,08/2018,Occupational Expert
17-2199.08,16511,IM,,3.81,26.0,,,,,08/2018,Occupational Expert
17-2199.08,16522,IM,,3.79,24.0,,,,,08/2018,Occupational Expert
17-2199.08,16530,IM,,3.78,23.0,,,,,08/2018,Occupational Expert
17-2199.08,16509,IM,,3.76,25.0,,,,,08/2018,Occupational Expert
17-2199.08,16528,IM,,3.75,24.0,,,,,08/2018,Occupational Expert
17-2199.08,16523,IM,,3.74,27.0,,,,,08/2018,Occupational Expert
17-2199.08,16519,IM,,3.71,28.0,,,,,08/2018,Occupational Expert
17-2199.08,16510,IM,,3.69,26.0,,,,,08/2018,Occupational Expert
17-2199.08,21058,IM,,3.68,25.0,,,,,08/2018,Occupational Expert
17-2199.08,16520,IM,,3.68,25.0,,,,,08/2018,Occupational Expert
17-2199.08,16525,IM,,3.61,23.0,,,,,08/2018,Occupational Expert
17-2199.08,16514,IM,,3.6,25.0,,,,,08/2018,Occupational Expert
17-2199.08,16527,IM,,3.52,25.0,,,,,08/2018,Occupational Expert
17-2199.08,16515,IM,,3.41,22.0,,,,,08/2018,Occupational Expert
17-2199.08,16513,IM,,3.18,28.0,,,,,08/2018,Occupational Expert
17-2199.08,19667,IM,,3.47,19.0,,,,,08/2018,Occupational Expert
17-2199.08,16518,IM,,3.32,19.0,,,,,08/2018,Occupational Expert
17-2199.08,19668,IM,,3.11,19.0,,,,,08/2018,Occupational Expert
17-2199.08,16524,IM,,2.71,14.0,,,,,08/2018,Occupational Expert
17-2199.09,16540,IM,,4.28,18.0,,,,,08/2023,Occupational Expert
17-2199.09,16532,IM,,4.24,21.0,,,,,08/2023,Occupational Expert
17-2199.09,16546,IM,,4.05,21.0,,,,,08/2023,Occupational Expert
17-2199.09,16533,IM,,4.0,21.0,,,,,08/2023,Occupational Expert
17-2199.09,16537,IM,,3.81,21.0,,,,,08/2023,Occupational Expert
17-2199.09,16542,IM,,3.76,21.0,,,,,08/2023,Occupational Expert
17-2199.09,16545,IM,,3.71,21.0,,,,,08/2023,Occupational Expert
17-2199.09,16531,IM,,3.65,20.0,,,,,08/2023,Occupational Expert
17-2199.09,16536,IM,,3.57,21.0,,,,,08/2023,Occupational Expert
17-2199.09,16539,IM,,3.56,18.0,,,,,08/2023,Occupational Expert
17-2199.09,16535,IM,,3.56,18.0,,,,,08/2023,Occupational Expert
17-2199.09,16541,IM,,3.47,19.0,,,,,08/2023,Occupational Expert
17-2199.09,19669,IM,,3.35,17.0,,,,,08/2023,Occupational Expert
17-2199.09,16534,IM,,3.35,20.0,,,,,08/2023,Occupational Expert
17-2199.09,16544,IM,,3.3,20.0,,,,,08/2023,Occupational Expert
17-2199.09,19671,IM,,3.25,16.0,,,,,08/2023,Occupational Expert
17-2199.09,16543,IM,,3.17,18.0,,,,,08/2023,Occupational Expert
17-2199.09,19670,IM,,3.08,13.0,,,,,08/2023,Occupational Expert
17-2199.09,19673,IM,,3.0,13.0,,,,,08/2023,Occupational Expert
17-2199.09,16538,IM,,2.89,19.0,,,,,08/2023,Occupational Expert
17-2199.09,19677,IM,,2.86,14.0,,,,,08/2023,Occupational Expert
17-2199.09,19676,IM,,2.75,12.0,,,,,08/2023,Occupational Expert
17-2199.09,19674,IM,,2.71,14.0,,,,,08/2023,Occupational Expert
17-2199.09,19672,IM,,2.58,12.0,,,,,08/2023,Occupational Expert
17-2199.09,19675,IM,,2.38,13.0,,,,,08/2023,Occupational Expert
17-2199.10,16559,IM,,3.88,80.0,0.1545,3.5679,4.1829,N,07/2012,Incumbent
17-2199.10,16549,IM,,3.72,71.0,0.1395,3.4392,3.9956,N,07/2012,Incumbent
17-2199.10,16560,IM,,3.54,70.0,0.2418,3.0603,4.0251,N,07/2012,Incumbent
17-2199.10,16553,IM,,3.8,50.0,0.3279,3.1429,4.4606,N,07/2012,Incumbent
17-2199.10,16550,IM,,3.63,48.0,0.2737,3.0761,4.1774,N,07/2012,Incumbent
17-2199.10,16558,IM,,3.45,31.0,0.3643,2.7021,4.1902,N,07/2012,Incumbent
17-2199.10,16557,IM,,3.43,38.0,0.2061,3.0111,3.8464,N,07/2012,Incumbent
17-2199.10,16552,IM,,3.41,43.0,0.2932,2.8192,4.0027,N,07/2012,Incumbent
17-2199.10,16548,IM,,3.4,63.0,0.135,3.1324,3.6719,N,07/2012,Incumbent
17-2199.10,16551,IM,,3.4,36.0,0.2266,2.9413,3.8613,N,07/2012,Incumbent
17-2199.10,16555,IM,,3.2,57.0,0.2592,2.6784,3.717,N,07/2012,Incumbent
17-2199.10,16556,IM,,3.01,51.0,0.1067,2.7924,3.2208,N,07/2012,Incumbent
17-2199.10,16562,IM,,3.0,63.0,0.197,2.6042,3.392,N,07/2012,Incumbent
17-2199.10,16554,IM,,2.97,41.0,0.3062,2.3538,3.5913,N,07/2012,Incumbent
17-2199.10,16561,IM,,2.91,51.0,0.2805,2.3446,3.4714,N,07/2012,Incumbent
17-2199.10,16547,IM,,2.81,35.0,0.2706,2.2582,3.3579,N,07/2012,Incumbent
17-2199.11,16575,IM,,4.46,28.0,,,,,08/2023,Occupational Expert
17-2199.11,16571,IM,,4.44,27.0,,,,,08/2023,Occupational Expert
17-2199.11,16574,IM,,4.4,25.0,,,,,08/2023,Occupational Expert
17-2199.11,16568,IM,,4.33,27.0,,,,,08/2023,Occupational Expert
17-2199.11,16572,IM,,4.21,28.0,,,,,08/2023,Occupational Expert
17-2199.11,16569,IM,,4.14,28.0,,,,,08/2023,Occupational Expert
17-2199.11,16564,IM,,3.88,26.0,,,,,08/2023,Occupational Expert
17-2199.11,16570,IM,,3.83,24.0,,,,,08/2023,Occupational Expert
17-2199.11,16566,IM,,3.65,26.0,,,,,08/2023,Occupational Expert
17-2199.11,16573,IM,,3.56,25.0,,,,,08/2023,Occupational Expert
17-2199.11,16565,IM,,3.24,25.0,,,,,08/2023,Occupational Expert
17-2199.11,16563,IM,,2.87,23.0,,,,,08/2023,Occupational Expert
17-2199.11,16567,IM,,1.75,8.0,,,,,08/2023,Occupational Expert
17-3011.00,21917,IM,,4.86,,,,,,11/2020,Analyst - Transition
17-3011.00,21918,IM,,4.6,,,,,,11/2020,Analyst - Transition
17-3011.00,21919,IM,,4.38,,,,,N,11/2020,Analyst - Transition
17-3011.00,21920,IM,,4.28,,,,,N,11/2020,Analyst - Transition
17-3011.00,21921,IM,,4.19,,,,,,11/2020,Analyst - Transition
17-3011.00,21922,IM,,4.14,,,,,N,11/2020,Analyst - Transition
17-3011.00,21923,IM,,4.1,,,,,,11/2020,Analyst - Transition
17-3011.00,21924,IM,,4.06,,,,,,11/2020,Analyst - Transition
17-3011.00,21925,IM,,4.0,,,,,,11/2020,Analyst - Transition
17-3011.00,21926,IM,,3.99,,,,,N,11/2020,Analyst - Transition
17-3011.00,21927,IM,,3.94,,,,,,11/2020,Analyst - Transition
17-3011.00,21928,IM,,3.87,,,,,N,11/2020,Analyst - Transition
17-3011.00,21929,IM,,3.76,,,,,N,11/2020,Analyst - Transition
17-3011.00,21930,IM,,3.73,,,,,,11/2020,Analyst - Transition
17-3011.00,21931,IM,,3.56,,,,,,11/2020,Analyst - Transition
17-3011.00,21932,IM,,3.55,,,,,N,11/2020,Analyst - Transition
17-3011.00,21933,IM,,3.53,,,,,,11/2020,Analyst - Transition
17-3011.00,21934,IM,,3.5,,,,,,11/2020,Analyst - Transition
17-3011.00,21935,IM,,3.48,,,,,N,11/2020,Analyst - Transition
17-3011.00,21936,IM,,3.27,,,,,,11/2020,Analyst - Transition
17-3011.00,21937,IM,,3.2,,,,,N,11/2020,Analyst - Transition
17-3011.00,21938,IM,,3.12,,,,,,11/2020,Analyst - Transition
17-3011.00,21939,IM,,3.12,,,,,,11/2020,Analyst - Transition
17-3011.00,21940,IM,,2.65,,,,,N,11/2020,Analyst - Transition
17-3011.00,21941,IM,,2.26,,,,,N,11/2020,Analyst - Transition
17-3012.00,21951,IM,,4.44,54.0,0.1458,4.1476,4.7324,N,08/2022,Incumbent
17-3012.00,21945,IM,,4.39,134.0,0.2022,3.9902,4.7901,N,08/2022,Incumbent
17-3012.00,21946,IM,,4.34,122.0,0.1802,3.9819,4.6955,N,08/2022,Incumbent
17-3012.00,21948,IM,,4.26,125.0,0.1379,3.987,4.5328,N,08/2022,Incumbent
17-3012.00,21947,IM,,4.24,58.0,0.15,3.9438,4.5444,N,08/2022,Incumbent
17-3012.00,21950,IM,,4.21,140.0,0.1296,3.9489,4.4612,N,08/2022,Incumbent
17-3012.00,21952,IM,,4.11,125.0,0.1799,3.7584,4.4704,N,08/2022,Incumbent
17-3012.00,21954,IM,,4.01,103.0,0.1958,3.6208,4.3974,N,08/2022,Incumbent
17-3012.00,21955,IM,,4.0,121.0,0.1347,3.736,4.2692,N,08/2022,Incumbent
17-3012.00,21958,IM,,3.94,54.0,0.2028,3.5326,4.346,N,08/2022,Incumbent
17-3012.00,21953,IM,,3.9,44.0,0.1377,3.6191,4.1744,N,08/2022,Incumbent
17-3012.00,21949,IM,,3.85,46.0,0.2001,3.4494,4.2553,N,08/2022,Incumbent
17-3012.00,21963,IM,,3.83,46.0,0.2776,3.2743,4.3924,N,08/2022,Incumbent
17-3012.00,21965,IM,,3.82,40.0,0.1626,3.4889,4.1466,N,08/2022,Incumbent
17-3012.00,21956,IM,,3.8,121.0,0.3381,3.1291,4.4678,N,08/2022,Incumbent
17-3012.00,21957,IM,,3.66,121.0,0.2088,3.2437,4.0707,N,08/2022,Incumbent
17-3012.00,21959,IM,,3.05,116.0,0.18,2.6913,3.4042,N,08/2022,Incumbent
17-3012.00,21960,IM,,3.8,20.0,0.4782,2.795,4.7968,N,08/2022,Incumbent
17-3012.00,21964,IM,,3.79,79.0,0.3496,3.0899,4.4818,N,08/2022,Incumbent
17-3012.00,21966,IM,,3.69,115.0,0.2959,3.1036,4.2761,N,08/2022,Incumbent
17-3012.00,21961,IM,,3.6,30.0,0.2698,3.0439,4.1476,N,08/2022,Incumbent
17-3012.00,21970,IM,,3.4,30.0,0.2591,2.8704,3.9302,N,08/2022,Incumbent
17-3012.00,21967,IM,,3.17,27.0,0.1713,2.8175,3.5217,N,08/2022,Incumbent
17-3012.00,21968,IM,,2.96,19.0,0.5187,1.8677,4.0474,N,08/2022,Incumbent
17-3012.00,21969,IM,,2.89,74.0,0.1904,2.5096,3.2686,N,08/2022,Incumbent
17-3012.00,21962,IM,,2.87,29.0,0.1931,2.4752,3.2662,N,08/2022,Incumbent
17-3012.00,21971,IM,,2.8,26.0,0.1649,2.4556,3.1351,N,08/2022,Incumbent
17-3013.00,1447,IM,,4.65,76.0,0.09,4.4671,4.8255,N,07/2017,Incumbent
17-3013.00,20964,IM,,4.43,76.0,0.0983,4.2321,4.6237,N,07/2017,Incumbent
17-3013.00,1455,IM,,4.33,76.0,0.091,4.1446,4.5072,N,07/2017,Incumbent
17-3013.00,1452,IM,,4.22,77.0,0.1285,3.9618,4.4737,N,07/2017,Incumbent
17-3013.00,1449,IM,,4.21,78.0,0.1148,3.9796,4.4368,N,07/2017,Incumbent
17-3013.00,1454,IM,,4.19,73.0,0.1317,3.9237,4.4488,N,07/2017,Incumbent
17-3013.00,1453,IM,,3.98,57.0,0.2083,3.5592,4.3937,N,07/2017,Incumbent
17-3013.00,1450,IM,,3.91,71.0,0.1137,3.686,4.1396,N,07/2017,Incumbent
17-3013.00,1448,IM,,3.9,79.0,0.1329,3.6305,4.1598,N,07/2017,Incumbent
17-3013.00,1456,IM,,3.72,60.0,0.1772,3.3669,4.0759,N,07/2017,Incumbent
17-3013.00,1451,IM,,3.72,80.0,0.1527,3.4159,4.0238,N,07/2017,Incumbent
17-3013.00,1458,IM,,3.51,53.0,0.152,3.2036,3.8135,N,07/2017,Incumbent
17-3013.00,1459,IM,,3.46,63.0,0.1467,3.163,3.7495,N,07/2017,Incumbent
17-3013.00,1457,IM,,3.29,57.0,0.2422,2.8029,3.7735,N,07/2017,Incumbent
17-3013.00,1460,IM,,2.94,34.0,0.1713,2.5878,3.2847,N,07/2017,Incumbent
17-3021.00,10888,IM,,4.63,40.0,0.0689,4.4875,4.7661,N,08/2019,Incumbent
17-3021.00,10885,IM,,4.58,40.0,0.0703,4.4372,4.7214,N,08/2019,Incumbent
17-3021.00,10881,IM,,4.47,44.0,0.0925,4.2835,4.6567,N,08/2019,Incumbent
17-3021.00,10883,IM,,4.45,41.0,0.0986,4.2528,4.6515,N,08/2019,Incumbent
17-3021.00,10887,IM,,4.44,36.0,0.1408,4.158,4.7296,N,08/2019,Incumbent
17-3021.00,10882,IM,,4.44,42.0,0.1185,4.2041,4.6827,N,08/2019,Incumbent
17-3021.00,10884,IM,,4.24,42.0,0.1262,3.9814,4.491,N,08/2019,Incumbent
17-3021.00,10889,IM,,4.04,42.0,0.1609,3.7155,4.3654,N,08/2019,Incumbent
17-3021.00,10890,IM,,4.44,27.0,0.1026,4.2276,4.6495,N,08/2019,Incumbent
17-3021.00,10886,IM,,4.01,23.0,0.3318,3.3211,4.6976,N,08/2019,Incumbent
17-3021.00,21102,IM,,3.88,28.0,0.106,3.6595,4.0945,N,08/2019,Incumbent
17-3022.00,1461,IM,,4.24,90.0,0.085,4.0684,4.4062,N,07/2017,Incumbent
17-3022.00,1464,IM,,4.1,86.0,0.1006,3.8994,4.2996,N,07/2017,Incumbent
17-3022.00,1462,IM,,4.07,68.0,0.1033,3.8605,4.2729,N,07/2017,Incumbent
17-3022.00,1466,IM,,3.88,90.0,0.1325,3.6137,4.1404,N,07/2017,Incumbent
17-3022.00,1463,IM,,3.85,62.0,0.1978,3.4537,4.2447,N,07/2017,Incumbent
17-3022.00,1465,IM,,3.84,83.0,0.1638,3.5096,4.1615,N,07/2017,Incumbent
17-3022.00,1470,IM,,3.37,65.0,0.1472,3.0725,3.6606,N,07/2017,Incumbent
17-3022.00,1467,IM,,4.13,71.0,0.131,3.8664,4.3891,N,07/2017,Incumbent
17-3022.00,1471,IM,,4.04,58.0,0.1401,3.7597,4.3207,N,07/2017,Incumbent
17-3022.00,1469,IM,,4.01,65.0,0.1086,3.7935,4.2274,N,07/2017,Incumbent
17-3022.00,20965,IM,,3.82,51.0,0.1875,3.4396,4.193,N,07/2017,Incumbent
17-3022.00,1468,IM,,3.68,56.0,0.131,3.415,3.94,N,07/2017,Incumbent
17-3022.00,1472,IM,,3.64,71.0,0.173,3.2989,3.9891,N,07/2017,Incumbent
17-3022.00,20966,IM,,3.59,35.0,0.167,3.2517,3.9306,N,07/2017,Incumbent
17-3023.00,21975,IM,,4.38,,,,,,11/2020,Analyst - Transition
17-3023.00,21976,IM,,4.2,,,,,,11/2020,Analyst - Transition
17-3023.00,21977,IM,,4.16,,,,,,11/2020,Analyst - Transition
17-3023.00,21978,IM,,4.14,,,,,N,11/2020,Analyst - Transition
17-3023.00,21979,IM,,4.06,,,,,N,11/2020,Analyst - Transition
17-3023.00,21980,IM,,3.97,,,,,N,11/2020,Analyst - Transition
17-3023.00,21981,IM,,3.89,,,,,N,11/2020,Analyst - Transition
17-3023.00,21982,IM,,3.8,,,,,N,11/2020,Analyst - Transition
17-3023.00,21983,IM,,3.7,,,,,N,11/2020,Analyst - Transition
17-3023.00,21984,IM,,3.63,,,,,N,11/2020,Analyst - Transition
17-3023.00,21985,IM,,3.62,,,,,,11/2020,Analyst - Transition
17-3023.00,21986,IM,,3.61,,,,,N,11/2020,Analyst - Transition
17-3023.00,21987,IM,,3.61,,,,,,11/2020,Analyst - Transition
17-3023.00,21988,IM,,3.6,,,,,,11/2020,Analyst - Transition
17-3023.00,21989,IM,,3.59,,,,,N,11/2020,Analyst - Transition
17-3023.00,21990,IM,,3.45,,,,,N,11/2020,Analyst - Transition
17-3023.00,21991,IM,,3.43,,,,,,11/2020,Analyst - Transition
17-3023.00,21992,IM,,3.42,,,,,N,11/2020,Analyst - Transition
17-3023.00,21993,IM,,3.4,,,,,N,11/2020,Analyst - Transition
17-3023.00,21994,IM,,3.27,,,,,N,11/2020,Analyst - Transition
17-3023.00,21995,IM,,3.25,,,,,N,11/2020,Analyst - Transition
17-3023.00,21996,IM,,3.21,,,,,,11/2020,Analyst - Transition
17-3023.00,21997,IM,,3.16,,,,,,11/2020,Analyst - Transition
17-3023.00,21998,IM,,4.15,,,,,N,11/2020,Analyst - Transition
17-3023.00,21999,IM,,3.98,,,,,N,11/2020,Analyst - Transition
17-3023.00,22000,IM,,3.83,,,,,N,11/2020,Analyst - Transition
17-3024.00,10892,IM,,4.29,67.0,0.1767,3.9351,4.6405,N,08/2022,Incumbent
17-3024.00,22014,IM,,4.28,34.0,0.1712,3.9302,4.6269,N,08/2022,Incumbent
17-3024.00,10893,IM,,4.23,69.0,0.1251,3.9793,4.4787,N,08/2022,Incumbent
17-3024.00,22015,IM,,4.22,37.0,0.1637,3.8914,4.5556,N,08/2022,Incumbent
17-3024.00,10896,IM,,4.13,65.0,0.1402,3.8527,4.4128,N,08/2022,Incumbent
17-3024.00,10894,IM,,4.09,66.0,0.2231,3.6426,4.5338,N,08/2022,Incumbent
17-3024.00,10898,IM,,3.99,63.0,0.1342,3.7196,4.2562,N,08/2022,Incumbent
17-3024.00,22012,IM,,3.9,36.0,0.2456,3.3989,4.3962,N,08/2022,Incumbent
17-3024.00,10895,IM,,3.88,69.0,0.1674,3.5437,4.2118,N,08/2022,Incumbent
17-3024.00,22016,IM,,3.74,24.0,0.1891,3.3502,4.1327,N,08/2022,Incumbent
17-3024.00,22018,IM,,3.63,30.0,0.2405,3.1383,4.1221,N,08/2022,Incumbent
17-3024.00,22011,IM,,3.54,28.0,0.1585,3.2182,3.8686,N,08/2022,Incumbent
17-3024.00,10902,IM,,4.32,21.0,0.3774,3.5342,5.0,N,08/2022,Incumbent
17-3024.00,20743,IM,,4.19,44.0,0.279,3.6305,4.7559,N,08/2022,Incumbent
17-3024.00,10900,IM,,3.94,43.0,0.1808,3.5786,4.3082,N,08/2022,Incumbent
17-3024.00,22017,IM,,3.79,30.0,0.1252,3.5371,4.0493,N,08/2022,Incumbent
17-3024.00,19683,IM,,3.75,14.0,0.1384,3.4548,4.0529,N,08/2022,Incumbent
17-3024.00,22009,IM,,3.69,22.0,0.249,3.1742,4.2098,N,08/2022,Incumbent
17-3024.00,22010,IM,,3.62,13.0,0.275,3.0232,4.2215,N,08/2022,Incumbent
17-3024.00,10901,IM,,3.56,20.0,0.2269,3.0814,4.0311,N,08/2022,Incumbent
17-3024.00,22005,IM,,3.5,28.0,0.3864,2.7088,4.2946,N,08/2022,Incumbent
17-3024.00,22007,IM,,3.43,18.0,0.2977,2.7993,4.0553,N,08/2022,Incumbent
17-3024.00,22019,IM,,3.41,26.0,0.4082,2.5723,4.2538,N,08/2022,Incumbent
17-3024.00,10899,IM,,3.31,36.0,0.0897,3.1255,3.4898,N,08/2022,Incumbent
17-3024.00,22021,IM,,3.24,23.0,0.3792,2.45,4.023,N,08/2022,Incumbent
17-3024.00,22013,IM,,3.12,17.0,0.1587,2.7866,3.4592,N,08/2022,Incumbent
17-3024.01,21059,IM,,4.24,21.0,,,,,08/2018,Occupational Expert
17-3024.01,16589,IM,,4.2,20.0,,,,,08/2018,Occupational Expert
17-3024.01,16593,IM,,4.15,20.0,,,,,08/2018,Occupational Expert
17-3024.01,16579,IM,,4.15,20.0,,,,,08/2018,Occupational Expert
17-3024.01,16584,IM,,4.11,18.0,,,,,08/2018,Occupational Expert
17-3024.01,16592,IM,,4.1,20.0,,,,,08/2018,Occupational Expert
17-3024.01,16588,IM,,4.0,21.0,,,,,08/2018,Occupational Expert
17-3024.01,16586,IM,,3.9,21.0,,,,,08/2018,Occupational Expert
17-3024.01,19684,IM,,3.83,18.0,,,,,08/2018,Occupational Expert
17-3024.01,16591,IM,,3.79,19.0,,,,,08/2018,Occupational Expert
17-3024.01,16576,IM,,3.62,16.0,,,,,08/2018,Occupational Expert
17-3024.01,16596,IM,,3.6,15.0,,,,,08/2018,Occupational Expert
17-3024.01,16581,IM,,3.53,17.0,,,,,08/2018,Occupational Expert
17-3024.01,16587,IM,,3.53,19.0,,,,,08/2018,Occupational Expert
17-3024.01,16594,IM,,3.33,18.0,,,,,08/2018,Occupational Expert
17-3024.01,16577,IM,,3.82,11.0,,,,,08/2018,Occupational Expert
17-3024.01,16585,IM,,3.79,14.0,,,,,08/2018,Occupational Expert
17-3024.01,16580,IM,,3.55,11.0,,,,,08/2018,Occupational Expert
17-3024.01,16590,IM,,3.27,11.0,,,,,08/2018,Occupational Expert
17-3024.01,16583,IM,,3.21,14.0,,,,,08/2018,Occupational Expert
17-3024.01,21060,IM,,3.21,14.0,,,,,08/2018,Occupational Expert
17-3024.01,16582,IM,,3.0,8.0,,,,,08/2018,Occupational Expert
17-3025.00,3641,IM,,4.11,75.0,0.1028,3.9082,4.3179,N,07/2014,Incumbent
17-3025.00,20513,IM,,3.99,71.0,0.1018,3.7876,4.1936,N,07/2014,Incumbent
17-3025.00,3643,IM,,3.98,64.0,0.095,3.7873,4.167,N,07/2014,Incumbent
17-3025.00,3654,IM,,3.97,61.0,0.0818,3.8058,4.1328,N,07/2014,Incumbent
17-3025.00,20514,IM,,3.94,61.0,0.1447,3.6481,4.2271,N,07/2014,Incumbent
17-3025.00,19688,IM,,3.92,54.0,0.1771,3.5643,4.2748,N,07/2014,Incumbent
17-3025.00,19691,IM,,3.9,63.0,0.1519,3.592,4.1992,N,07/2014,Incumbent
17-3025.00,3655,IM,,3.88,52.0,0.1436,3.5946,4.1713,N,07/2014,Incumbent
17-3025.00,3644,IM,,3.81,58.0,0.1688,3.4698,4.1458,N,07/2014,Incumbent
17-3025.00,3640,IM,,3.8,55.0,0.166,3.4639,4.1295,N,07/2014,Incumbent
17-3025.00,20033,IM,,3.51,45.0,0.1992,3.1103,3.9132,N,07/2014,Incumbent
17-3025.00,3646,IM,,3.46,64.0,0.1252,3.2056,3.7062,N,07/2014,Incumbent
17-3025.00,3653,IM,,4.18,41.0,0.1104,3.9601,4.4065,N,07/2014,Incumbent
17-3025.00,3649,IM,,3.84,50.0,0.2129,3.4077,4.2633,N,07/2014,Incumbent
17-3025.00,3658,IM,,3.83,40.0,0.1781,3.4738,4.1944,N,07/2014,Incumbent
17-3025.00,3657,IM,,3.76,39.0,0.2402,3.2751,4.2478,N,07/2014,Incumbent
